depart_hr,second,rq_time,start (MGRA),end (MGRA),mode
12,1798,44998,9384,9414,WALK
14,3008,53408,9414,9384,WALK
8,3325,32125,9315,9267,TNC_SINGLE
11,418,40018,9375,9424,SHARED2FREE
11,2785,42385,9277,9412,DRIVEALONEFREE
11,2909,42509,9412,1293,DRIVEALONEFREE
7,2588,27788,9409,9342,SHARED3FREE
17,1128,62328,9342,1293,SHARED3FREE
17,1979,63179,9340,9386,SHARED3FREE
13,2375,49175,9396,948,DRIVEALONEFREE
13,368,47168,948,9396,DRIVEALONEFREE
7,2453,27653,9258,9445,DRIVEALONEFREE
18,1584,66384,9445,9258,DRIVEALONEFREE
20,3557,75557,9225,9302,SHARED2FREE
19,1246,69646,9409,9421,SHARED2FREE
17,3344,64544,9430,9331,DRIVEALONEFREE
13,2690,49490,9331,1291,SHARED2FREE
15,1567,55567,1291,9331,DRIVEALONEFREE
19,867,69267,9394,9414,BIKE
18,2896,67696,9234,9347,SHARED3FREE
19,3411,71811,9247,9352,SHARED2FREE
13,3116,49916,1361,9414,WALK_TRANSIT
15,2005,56005,9414,1361,SHARED2FREE
10,1657,37657,1362,1296,SHARED3FREE
15,2246,56246,1296,1362,SHARED3FREE
18,3225,68025,9328,9363,SHARED2FREE
7,2068,27268,9318,9223,WALK_TRANSIT
14,3051,53451,9223,9318,WALK_TRANSIT
11,2049,41649,9318,9397,SHARED2FREE
17,1904,63104,9397,9318,SHARED3FREE
16,473,58073,9388,9404,TAXI
15,1356,55356,9394,9390,WALK
16,3584,61184,9390,9394,WALK
18,3139,67939,9414,1291,DRIVEALONEFREE
16,2481,60081,1343,9257,TAXI
16,1481,59081,9257,1343,DRIVEALONEFREE
16,2067,59667,1293,9414,DRIVEALONEFREE
10,2680,38680,9333,9409,WALK_TRANSIT
10,3250,39250,9409,9333,WALK_TRANSIT
21,529,76129,9246,9225,DRIVEALONEFREE
12,1163,44363,9315,9246,SHARED2FREE
15,3449,57449,9246,9315,SHARED2FREE
11,1395,40995,9223,9388,WALK_TRANSIT
15,3168,57168,9388,9223,WALK_TRANSIT
13,760,47560,9223,9249,DRIVEALONEFREE
13,1825,48625,9249,9223,TAXI
17,2462,63662,9319,9394,DRIVEALONEFREE
20,141,72141,9394,9319,DRIVEALONEFREE
7,1678,26878,9335,9267,SHARED2FREE
13,3423,50223,9267,9335,SHARED2FREE
8,1517,30317,9398,1293,SHARED2FREE
8,171,28971,1293,9398,SHARED2FREE
7,2063,27263,9268,9365,TNC_SINGLE
13,101,46901,9365,9268,TNC_SINGLE
17,2630,63830,9414,9384,DRIVEALONEFREE
21,678,76278,9401,9414,WALK
8,3528,32328,1343,9329,WALK_TRANSIT
15,1553,55553,9329,1343,BIKE
18,936,65736,9247,9403,SHARED2FREE
21,401,76001,9403,9247,SHARED2FREE
17,2187,63387,1372,9247,SHARED3FREE
21,1428,77028,9402,9247,WALK
18,346,65146,9375,9247,DRIVEALONEFREE
7,538,25738,9377,9323,BIKE
15,1386,55386,9323,1293,SHARED2FREE
11,1349,40949,1293,9421,TNC_SINGLE
11,3326,42926,9421,1293,TNC_SINGLE
16,242,57842,9391,9421,SHARED2FREE
12,2623,45823,1289,1288,WALK
14,1293,51693,1288,1289,WALK
14,1091,51491,9238,9445,SHARED3FREE
14,2595,52995,9271,9410,SHARED2FREE
12,1033,44233,9422,9402,WALK
14,1976,52376,9402,9392,WALK
14,1446,51846,9392,9385,WALK
14,2882,53282,9385,9422,WALK
11,1067,40667,9394,1293,DRIVEALONEFREE
15,529,54529,9421,9414,TAXI
8,1109,29909,9262,9277,DRIVEALONEFREE
13,821,47621,9277,9262,DRIVEALONEFREE
10,1551,37551,1289,1293,DRIVEALONEFREE
10,960,36960,1293,1289,DRIVEALONEFREE
18,79,64879,9414,9400,SHARED2FREE
7,3538,28738,9306,9376,WALK_TRANSIT
14,865,51265,9376,9306,WALK_TRANSIT
18,1172,65972,9414,9308,DRIVEALONEFREE
7,56,25256,9328,9383,SHARED3FREE
12,102,43302,9383,9328,SHARED2FREE
6,105,21705,9328,9388,WALK_TRANSIT
11,2888,42488,9388,9328,SHARED2FREE
17,3427,64627,9395,9328,DRIVEALONEFREE
8,3004,31804,9328,9343,DRIVEALONEFREE
9,568,32968,9343,9328,DRIVEALONEFREE
17,1759,62959,9328,1334,SHARED2FREE
17,2572,63772,1334,9398,DRIVEALONEFREE
17,745,61945,9398,9328,DRIVEALONEFREE
8,1459,30259,9376,9277,DRIVEALONEFREE
15,2749,56749,9277,9376,SHARED3FREE
8,1880,30680,9376,9445,WALK
10,1819,37819,9445,948,WALK
13,2314,49114,948,948,WALK
13,3373,50173,948,9376,WALK
12,2152,45352,9264,9264,WALK
13,2494,49294,9264,9264,WALK
13,511,47311,9390,9375,DRIVEALONEFREE
13,94,46894,9375,9390,DRIVEALONEFREE
12,2743,45943,9366,1288,DRIVEALONEFREE
15,75,54075,1288,9366,DRIVEALONEFREE
8,1738,30538,9329,9277,DRIVEALONEFREE
13,1892,48692,9277,9329,SHARED2FREE
8,1256,30056,9329,9283,SHARED2FREE
13,569,47369,9404,948,DRIVEALONEFREE
18,1520,66320,9397,9402,DRIVEALONEFREE
12,2376,45576,9333,9395,DRIVEALONEFREE
13,839,47639,9395,9333,DRIVEALONEFREE
13,2053,48853,9375,9414,SHARED2FREE
16,1394,58994,9414,9375,WALK_TRANSIT
19,1273,69673,9375,9398,BIKE
13,2813,49613,9413,9223,SHARED2FREE
13,1032,47832,9223,9413,SHARED2FREE
6,3246,24846,9361,9277,DRIVEALONEFREE
10,2408,38408,9277,9361,WALK_TRANSIT
15,1748,55748,9361,9420,SHARED2FREE
8,179,28979,9345,9414,DRIVEALONEFREE
17,94,61294,9394,9402,WALK
11,2756,42356,9240,9414,DRIVEALONEFREE
11,3546,43146,9414,9240,SHARED2FREE
15,2067,56067,9240,9414,TAXI
22,1432,80632,9414,9240,DRIVEALONEFREE
9,2770,35170,9414,9394,DRIVEALONEFREE
8,3284,32084,9221,9421,DRIVEALONEFREE
14,549,50949,9421,9221,DRIVEALONEFREE
17,3156,64356,9221,9393,SHARED2FREE
17,1356,62556,9393,9221,SHARED2FREE
7,296,25496,9256,9237,WALK_TRANSIT
16,2016,59616,9237,9256,SHARED2FREE
7,2608,27808,9256,9384,SHARED3FREE
17,2032,63232,1293,1293,DRIVEALONEFREE
8,3425,32225,9332,9221,TAXI
15,2744,56744,9221,9332,DRIVEALONEFREE
7,2639,27839,9330,9346,DRIVEALONEFREE
8,3107,31907,9346,9330,WALK
14,1931,52331,9414,1293,DRIVEALONEFREE
11,1564,41164,9340,1293,SHARED3FREE
13,2941,49741,1293,9340,SHARED3FREE
16,1234,58834,9414,1288,WALK_TRANSIT
16,470,58070,9348,9390,TNC_SINGLE
17,1376,62576,9390,9348,DRIVEALONEFREE
18,895,65695,9394,1293,TAXI
12,587,43787,1293,9430,WALK
14,2377,52777,9430,1293,WALK
14,456,50856,1293,1293,WALK
19,1837,70237,9445,9378,DRIVEALONEFREE
10,3242,39242,9249,9414,WALK_TRANSIT
10,552,36552,9414,9249,SHARED3FREE
12,3370,46570,9249,9277,SHARED2FREE
12,2638,45838,9226,9333,DRIVEALONEFREE
14,3288,53688,9333,9226,DRIVEALONEFREE
17,33,61233,9414,1288,DRIVEALONEFREE
12,548,43748,9397,9389,WALK
13,2717,49517,9409,9394,WALK
13,2944,49744,9394,9409,WALK
9,649,33049,9542,9430,DRIVEALONEFREE
9,561,32961,9246,9280,DRIVEALONEFREE
9,785,33185,9280,9542,WALK
21,2341,77941,1387,9372,SHARED3FREE
14,2899,53299,9399,9385,WALK
14,171,50571,9385,9399,WALK
15,257,54257,9424,9414,WALK_TRANSIT
12,1783,44983,9384,9409,SHARED2FREE
13,961,47761,9409,9384,SHARED2FREE
15,3226,57226,948,9426,WALK
11,2663,42263,9398,9391,WALK
11,1217,40817,9391,9400,WALK
11,3030,42630,9400,9398,WALK
10,735,36735,9368,9366,SHARED2FREE
17,2793,63993,9366,9368,DRIVEALONEFREE
9,1462,33862,9259,1386,WALK_TRANSIT
14,287,50687,9404,9394,WALK_TRANSIT
6,908,22508,9250,9387,WALK
6,2362,23962,9387,9250,DRIVEALONEFREE
12,364,43564,9232,9221,SHARED2FREE
13,256,47056,9330,9338,SHARED2FREE
13,2424,49224,9338,9330,SHARED2FREE
5,2200,20200,9428,9402,DRIVEALONEFREE
12,2920,46120,9281,9321,DRIVEALONEFREE
17,2964,64164,9414,9414,DRIVEALONEFREE
9,1826,34226,9280,9249,TAXI
16,2524,60124,9249,9280,SHARED3FREE
12,222,43422,9421,1386,DRIVEALONEFREE
18,2743,67543,9424,9348,WALK
8,221,29021,9232,9385,WALK_TRANSIT
12,1315,44515,9232,9372,SHARED2FREE
20,2217,74217,9372,9232,DRIVEALONEFREE
8,872,29672,9232,9277,DRIVEALONEFREE
10,3356,39356,9277,9232,DRIVEALONEFREE
14,2821,53221,9232,9424,DRIVEALONEFREE
16,1329,58929,9424,9232,DRIVEALONEFREE
9,3517,35917,9381,9246,SHARED2FREE
10,2034,38034,9324,9400,SHARED3FREE
10,62,36062,9400,9324,SHARED3FREE
10,2592,38592,9222,9383,SHARED2FREE
12,895,44095,9222,9264,WALK
13,1335,48135,9264,9222,WALK
8,2397,31197,9342,9403,SHARED3FREE
7,875,26075,9234,9385,WALK
19,971,69371,9230,9412,DRIVEALONEFREE
12,2737,45937,9380,9400,WALK
13,3393,50193,9400,9380,WALK
18,3522,68322,9446,9246,TAXI
18,2205,67005,9246,9446,TNC_SHARED
6,3319,24919,9348,9400,SHARED3FREE
17,1716,62916,9400,9348,DRIVEALONEFREE
17,2944,64144,9348,9400,TAXI
13,1118,47918,9394,9229,DRIVEALONEFREE
13,2436,49236,9229,9394,DRIVEALONEFREE
14,1727,52127,9320,9321,WALK
14,3120,53520,9321,9320,WALK
7,2272,27472,9256,9266,SHARED2FREE
8,2523,31323,9266,9255,WALK
14,1719,52119,9255,9256,WALK
14,1517,51917,9256,9400,SHARED2FREE
14,2925,53325,9400,9256,SHARED2FREE
13,1728,48528,9355,9414,TAXI
14,396,50796,9414,9323,SHARED2FREE
15,1474,55474,9323,9355,TNC_SINGLE
19,1092,69492,9247,9355,WALK_TRANSIT
8,2587,31387,9251,9322,SHARED2FREE
18,1622,66422,9322,9251,DRIVEALONEFREE
13,3082,49882,9421,9324,BIKE
10,1923,37923,9327,9324,BIKE
8,3225,32025,9308,9402,WALK_TRANSIT
10,2190,38190,9402,9308,WALK_TRANSIT
9,1041,33441,9398,9402,SHARED2FREE
15,597,54597,9254,9398,WALK_TRANSIT
18,2228,67028,9398,9254,WALK_TRANSIT
15,941,54941,9258,9262,WALK
6,2301,23901,9221,9409,WALK_TRANSIT
17,2485,63685,9409,9395,TAXI
11,66,39666,9241,9403,WALK
11,287,39887,9403,9241,SHARED3FREE
15,2658,56658,1293,1292,SHARED3FREE
15,3418,57418,1292,9298,DRIVEALONEFREE
20,3344,75344,9270,9246,TAXI
8,3040,31840,9369,9232,SHARED3FREE
9,646,33046,9232,9369,DRIVEALONEFREE
8,2379,31179,9369,9414,SHARED2FREE
5,3168,21168,9039,9410,SHARED2FREE
13,2086,48886,9410,9039,DRIVEALONEFREE
8,360,29160,9039,9414,SHARED3FREE
18,1380,66180,9298,9326,SHARED3FREE
18,688,65488,9326,9269,SHARED3FREE
18,259,65059,9269,9298,SHARED3FREE
19,976,69376,9402,9446,SHARED3FREE
7,1671,26871,9446,9223,WALK_TRANSIT
13,2050,48850,9223,9446,SHARED2FREE
14,1912,52312,9352,9387,WALK_TRANSIT
14,3231,53631,9387,9352,WALK
11,3203,42803,9352,9400,WALK
13,2586,49386,9400,9352,WALK
6,675,22275,9352,9366,WALK
14,447,50847,9366,9352,WALK
5,1686,19686,9321,9333,WALK
14,3591,53991,9251,9365,SHARED3FREE
14,1500,51900,9384,9394,WALK
14,744,51144,9394,9384,WALK
19,1406,69806,9384,1288,SHARED2FREE
11,1300,40900,9412,948,WALK
11,916,40516,948,9412,WALK
18,2499,67299,9281,9249,SHARED2FREE
18,1498,66298,9249,9281,SHARED2FREE
8,1720,30520,9323,9424,DRIVEALONEFREE
10,2385,38385,9424,9323,SHARED2FREE
18,367,65167,9377,1288,SHARED2FREE
20,1634,73634,1288,9377,DRIVEALONEFREE
17,1176,62376,9414,9414,SHARED3FREE
5,3249,21249,9364,9375,WALK
15,59,54059,9375,9364,WALK
17,2507,63707,9446,9364,BIKE
7,773,25973,9358,9419,WALK
15,298,54298,9419,9358,WALK
8,3570,32370,9285,1362,DRIVEALONEFREE
10,640,36640,1362,1386,DRIVEALONEFREE
10,2454,38454,1386,9285,DRIVEALONEFREE
17,146,61346,9250,1288,DRIVEALONEFREE
7,2066,27266,9357,1289,WALK
17,3440,64640,1289,9357,DRIVEALONEFREE
16,916,58516,9246,9280,DRIVEALONEFREE
11,2750,42350,9317,9276,WALK
15,2919,56919,9276,9317,WALK
8,1518,30318,9317,9257,WALK
15,2332,56332,9257,9317,WALK
7,1646,26846,9317,9396,SHARED2FREE
8,2830,31630,9396,9317,SHARED2FREE
19,350,68750,9402,9399,WALK_TRANSIT
9,2057,34457,9445,9421,WALK
15,2305,56305,9421,9445,WALK
10,514,36514,9384,9310,SHARED2FREE
8,954,29754,1288,9408,SHARED3FREE
9,315,32715,9328,9397,SHARED2FREE
21,2894,78494,9397,9381,SHARED2FREE
21,3429,79029,9381,9328,DRIVEALONEFREE
20,2556,74556,9399,9328,DRIVEALONEFREE
7,1560,26760,9347,9332,SHARED3FREE
15,459,54459,9347,9262,SHARED3FREE
16,343,57943,9262,9347,SHARED3FREE
13,2753,49553,9249,9400,WALK_TRANSIT
18,2473,67273,9400,9394,SHARED3FREE
13,917,47717,9349,9409,WALK_TRANSIT
10,1399,37399,9290,948,DRIVEALONEFREE
10,2600,38600,948,9290,DRIVEALONEFREE
9,2572,34972,9414,9397,SHARED2FREE
10,1218,37218,9248,9414,SHARED3FREE
10,3004,39004,9414,9248,SHARED3FREE
12,2841,46041,9230,9414,SHARED2FREE
7,2982,28182,9230,9306,DRIVEALONEFREE
17,3219,64419,9429,9394,SHARED2FREE
10,348,36348,9413,948,WALK
13,2117,48917,948,9413,SHARED3FREE
8,3155,31955,9237,9446,BIKE
17,774,61974,9446,9237,BIKE
8,2858,31658,9237,9277,SHARED2FREE
12,2231,45431,9277,9246,DRIVEALONEFREE
13,2903,49703,9246,9237,SHARED3FREE
17,3136,64336,9237,9277,BIKE
21,1373,76973,9277,9237,WALK_TRANSIT
5,3027,21027,9237,9542,DRIVEALONEFREE
6,3231,24831,9542,9237,SHARED3FREE
6,1625,23225,9260,9277,SHARED2FREE
9,2514,34914,9277,9260,WALK_TRANSIT
7,1594,26794,9260,9277,SHARED3FREE
10,2761,38761,9277,9260,BIKE
9,1070,33470,9260,1343,WALK
10,1731,37731,1343,9260,WALK
14,784,51184,9402,9398,SHARED3FREE
5,265,18265,9320,9398,SHARED2FREE
16,3263,60863,9398,9320,SHARED3FREE
20,779,72779,9320,9409,WALK
20,389,72389,9409,9320,WALK
14,477,50877,9290,9271,WALK
15,2822,56822,9271,9419,SHARED2FREE
15,580,54580,9419,9290,SHARED2FREE
17,1642,62842,9420,9243,WALK_TRANSIT
8,1253,30053,9224,9315,SHARED2FREE
22,1370,80570,9315,9414,SHARED2FREE
22,2202,81402,9414,9224,SHARED2FREE
20,468,72468,9414,9223,SHARED3FREE
8,2480,31280,9223,9350,SHARED2FREE
16,2842,60442,9350,9223,SHARED2FREE
8,465,29265,9251,9298,SHARED3FREE
16,780,58380,9298,9251,WALK
16,680,58280,9251,9391,WALK
17,1174,62374,9391,9251,WALK
8,3477,32277,9232,1293,SHARED2FREE
12,881,44081,9392,9398,DRIVEALONEFREE
8,1456,30256,9390,9349,SHARED2FREE
14,522,50922,9349,948,SHARED2FREE
15,3464,57464,948,9324,SHARED2FREE
15,1852,55852,9324,9390,SHARED2FREE
17,1061,62261,1288,9384,DRIVEALONEFREE
8,2210,31010,9341,9389,TAXI
10,1185,37185,9311,1288,DRIVEALONEFREE
5,870,18870,9247,1288,WALK_TRANSIT
12,3510,46710,9347,9414,SHARED3FREE
12,446,43646,9414,9347,SHARED3FREE
8,2785,31585,9387,9415,WALK
19,855,69255,9251,9347,DRIVEALONEFREE
8,869,29669,9365,9428,WALK
15,2504,56504,9428,9365,WALK
18,3319,68119,9365,1289,WALK
18,3293,68093,1289,9365,WALK
11,2034,41634,9398,950,WALK_TRANSIT
11,1080,40680,950,9398,WALK_TRANSIT
12,3214,46414,9360,9246,WALK
17,1219,62419,9246,9360,WALK
10,564,36564,9415,9360,DRIVEALONEFREE
10,2053,38053,9360,9414,SHARED2FREE
11,1361,40961,9414,9410,WALK
11,2545,42145,9410,9360,SHARED2FREE
13,494,47294,9392,9391,WALK
14,3135,53535,9277,9446,DRIVEALONEFREE
12,2009,45209,9446,9446,DRIVEALONEFREE
13,1581,48381,9446,9409,DRIVEALONEFREE
14,918,51318,9446,9395,TNC_SINGLE
18,982,65782,9395,9446,TAXI
12,1752,44952,9235,9383,TAXI
13,1156,47956,9383,9235,DRIVEALONEFREE
18,1698,66498,9366,9416,SHARED2FREE
19,92,68492,9416,9366,SHARED2FREE
18,2933,67733,9402,9395,WALK
13,2712,49512,1293,9223,SHARED2FREE
14,1610,52010,9223,1293,SHARED2FREE
8,3221,32021,9242,9377,WALK_TRANSIT
15,2271,56271,9377,9242,WALK_TRANSIT
12,773,43973,9242,948,SHARED3FREE
15,2734,56734,948,9242,SHARED3FREE
21,3076,78676,9397,9249,WALK_TRANSIT
8,1081,29881,9342,9318,WALK_TRANSIT
8,1875,30675,9337,9304,WALK_TRANSIT
13,3500,50300,9304,9337,SHARED2FREE
19,472,68872,9282,9337,DRIVEALONEFREE
19,645,69045,9421,9359,TNC_SHARED
13,2452,49252,9422,9409,SHARED3FREE
7,2254,27454,9446,9357,TAXI
18,2899,67699,9357,9446,WALK_TRANSIT
7,997,26197,9240,9283,WALK
10,736,36736,9283,9240,WALK
16,1483,59083,9240,9385,SHARED2FREE
16,460,58060,9385,9240,SHARED2FREE
8,3587,32387,9240,9300,DRIVEALONEFREE
16,2041,59641,9391,9421,DRIVEALONEFREE
12,1506,44706,9249,9414,SHARED2FREE
13,2901,49701,9414,9249,SHARED2FREE
13,1492,48292,9409,9221,TAXI
10,2528,38528,9400,9226,DRIVEALONEFREE
18,2680,67480,9414,9281,TNC_SINGLE
7,3529,28729,1046,9394,SHARED2FREE
17,107,61307,9394,1046,SHARED2FREE
15,3083,57083,9270,9400,SHARED2FREE
9,2047,34447,9270,9397,SHARED2FREE
16,849,58449,9397,9270,TAXI
16,1190,58790,9270,9266,DRIVEALONEFREE
15,2819,56819,9347,9223,WALK_TRANSIT
13,226,47026,9285,9445,DRIVEALONEFREE
16,3085,60685,9249,9394,SHARED2FREE
17,3328,64528,9394,9249,SHARED2FREE
12,936,44136,9409,9358,SHARED2FREE
21,688,76288,9249,950,DRIVEALONEFREE
21,1019,76619,950,1293,TAXI
14,2651,53051,9249,9340,WALK_TRANSIT
12,1223,44423,9445,1288,WALK
10,2115,38115,9409,9391,WALK
10,3034,39034,9391,9414,WALK
17,2385,63585,9414,9409,WALK
5,2730,20730,9376,9393,DRIVEALONEFREE
17,2426,63626,9376,9419,DRIVEALONEFREE
18,2253,67053,948,9402,DRIVEALONEFREE
7,2495,27695,9277,9327,BIKE
13,327,47127,9327,9277,SHARED2FREE
5,1432,19432,9277,9393,DRIVEALONEFREE
7,2244,27444,9277,9277,SHARED2FREE
7,2042,27242,9446,9417,TAXI
14,2023,52423,9374,9400,SHARED2FREE
15,2364,56364,9400,9375,WALK
15,2092,56092,9375,9374,SHARED3FREE
9,2092,34492,9308,9039,DRIVEALONEFREE
9,2228,34628,9235,9399,TAXI
10,808,36808,9399,9235,DRIVEALONEFREE
9,630,33030,1295,948,WALK
12,952,44152,948,1295,SHARED3FREE
12,2686,45886,9445,9227,DRIVEALONEFREE
8,3590,32390,9394,9421,SHARED3FREE
8,1820,30620,9421,9394,SHARED2FREE
18,1622,66422,9409,9257,DRIVEALONEFREE
18,835,65635,9414,9249,SHARED2FREE
10,18,36018,9366,1288,WALK
10,3567,39567,1288,9366,WALK
7,555,25755,9293,9282,WALK
14,320,50720,9282,9293,WALK
16,1442,59042,9293,9409,DRIVEALONEFREE
17,310,61510,9409,9293,DRIVEALONEFREE
15,1724,55724,9330,9375,DRIVEALONEFREE
19,1939,70339,9375,9330,SHARED2FREE
16,1472,59072,9221,9394,WALK
18,962,65762,9394,9221,WALK
10,2213,38213,9221,1293,DRIVEALONEFREE
11,1576,41176,1293,9221,DRIVEALONEFREE
15,2948,56948,9421,9341,SHARED2FREE
18,1562,66362,9402,9280,BIKE
16,1879,59479,9280,1369,DRIVEALONEFREE
19,2371,70771,1369,9280,DRIVEALONEFREE
13,2357,49157,9414,9281,SHARED2FREE
17,2867,64067,9358,9423,TAXI
17,886,62086,9323,9414,DRIVEALONEFREE
21,1315,76915,9414,9323,DRIVEALONEFREE
15,2035,56035,9414,9417,DRIVEALONEFREE
10,2746,38746,9430,9330,DRIVEALONEFREE
10,3031,39031,9375,9421,DRIVEALONEFREE
10,1870,37870,9421,1288,DRIVEALONEFREE
13,417,47217,1288,9375,DRIVEALONEFREE
7,1142,26342,9323,9276,TAXI
9,3381,35781,9323,9277,WALK_TRANSIT
8,1684,30484,9369,9389,SHARED3FREE
8,1902,30702,9389,9369,SHARED3FREE
8,1189,29989,9280,9381,SHARED2FREE
7,3309,28509,9297,9243,SHARED3FREE
14,2283,52683,9243,9297,SHARED2FREE
15,1755,55755,9401,9374,BIKE
14,573,50973,9374,9393,WALK
16,1821,59421,9393,9374,WALK
10,1452,37452,9370,9330,DRIVEALONEFREE
18,1820,66620,9359,9320,SHARED3FREE
19,3491,71891,9320,9359,SHARED3FREE
18,212,65012,9391,9398,BIKE
18,178,64978,9398,9381,WALK_TRANSIT
18,1472,66272,9381,9359,BIKE
18,3335,68135,9339,9403,WALK_TRANSIT
13,379,47179,9424,1288,DRIVEALONEFREE
13,2865,49665,9409,9375,DRIVEALONEFREE
10,1080,37080,9392,9409,DRIVEALONEFREE
9,2007,34407,9270,9414,DRIVEALONEFREE
15,1692,55692,9414,9270,DRIVEALONEFREE
9,1630,34030,9270,948,DRIVEALONEFREE
10,1121,37121,948,9270,DRIVEALONEFREE
18,2685,67485,9339,9414,WALK_TRANSIT
15,1285,55285,9259,9402,SHARED3FREE
18,1866,66666,9402,9259,SHARED3FREE
12,1537,44737,9321,9424,WALK
12,1483,44683,9424,9321,WALK
12,835,44035,9260,9414,WALK_TRANSIT
20,2100,74100,9414,9260,SHARED3FREE
9,168,32568,9284,9260,WALK_TRANSIT
10,58,36058,9260,9276,DRIVEALONEFREE
10,540,36540,9276,9260,SHARED3FREE
10,1708,37708,9242,9428,SHARED3FREE
10,1769,37769,9428,9242,SHARED3FREE
15,3152,57152,9414,9242,DRIVEALONEFREE
8,3347,32147,9297,9416,DRIVEALONEFREE
8,2283,31083,9416,9297,SHARED2FREE
7,113,25313,9256,9297,WALK_TRANSIT
13,185,46985,9297,9256,BIKE
10,2723,38723,9321,1288,SHARED2FREE
11,2147,41747,1288,9419,SHARED2FREE
16,2720,60320,9419,9321,WALK
18,1173,65973,9408,9321,SHARED3FREE
8,2441,31241,9335,9277,DRIVEALONEFREE
13,1491,48291,9277,9335,DRIVEALONEFREE
15,216,54216,9335,9277,WALK_TRANSIT
18,1246,66046,9277,9335,WALK_TRANSIT
10,2303,38303,9394,9232,WALK_TRANSIT
9,2557,34957,9232,9414,TAXI
18,3333,68133,9400,1293,SHARED2FREE
10,2711,38711,9402,9256,DRIVEALONEFREE
17,1264,62464,9283,9227,WALK
18,2774,67574,9227,9283,WALK
17,2555,63755,9387,9246,DRIVEALONEFREE
11,1573,41173,9347,9402,DRIVEALONEFREE
13,632,47432,9402,9347,DRIVEALONEFREE
9,3513,35913,948,9347,SHARED2FREE
15,1828,55828,9347,9321,TAXI
17,3428,64628,9321,9347,DRIVEALONEFREE
9,1105,33505,9376,9414,SHARED2FREE
20,789,72789,948,9409,DRIVEALONEFREE
16,443,58043,9232,9254,DRIVEALONEFREE
16,2582,60182,9254,9232,DRIVEALONEFREE
18,3331,68131,9398,9446,DRIVEALONEFREE
17,1586,62786,9393,9254,SHARED2FREE
17,73,61273,9254,9398,DRIVEALONEFREE
11,2635,42235,9541,9402,WALK
12,2189,45389,9402,9541,WALK
15,2474,56474,9414,9418,DRIVEALONEFREE
14,1484,51884,9409,9428,DRIVEALONEFREE
14,3512,53912,9428,9409,DRIVEALONEFREE
15,1515,55515,9039,1386,DRIVEALONEFREE
16,1163,58763,1386,9039,SHARED3FREE
18,1993,66793,9293,9414,DRIVEALONEFREE
8,288,29088,9276,9298,BIKE
15,617,54617,9298,9390,BIKE
18,1469,66269,9390,9276,BIKE
11,432,40032,9232,9221,WALK
14,3275,53675,9221,9232,WALK
10,357,36357,1293,1293,DRIVEALONEFREE
16,2171,59771,9246,9250,WALK
14,1172,51572,948,1293,SHARED2FREE
9,3184,35584,9303,948,TAXI
9,3046,35446,948,9303,BIKE
8,1116,29916,9227,9303,SHARED3FREE
14,3564,53964,9251,9409,DRIVEALONEFREE
13,3243,50043,9423,9402,BIKE
17,1011,62211,9315,9307,SHARED3FREE
10,673,36673,9392,9414,DRIVEALONEFREE
8,3484,32284,9321,9285,SHARED2FREE
13,2577,49377,9285,9321,SHARED2FREE
11,1624,41224,9429,948,TAXI
13,2709,49509,948,9429,TAXI
9,3079,35479,9439,9409,DRIVEALONEFREE
9,1055,33455,9409,9300,DRIVEALONEFREE
16,371,57971,9424,9414,WALK_TRANSIT
16,1559,59159,9414,9424,WALK_TRANSIT
12,3357,46557,1295,9335,DRIVEALONEFREE
12,3090,46290,9335,1295,DRIVEALONEFREE
7,2557,27757,9301,9297,BIKE
17,3276,64476,9297,9301,BIKE
7,2445,27645,9301,9235,SHARED3FREE
16,779,58379,9235,9301,SHARED3FREE
7,2407,27607,9238,9283,WALK
7,3230,28430,9283,9238,WALK
9,666,33066,9238,9256,DRIVEALONEFREE
17,473,61673,9397,9305,WALK_TRANSIT
11,3122,42722,9424,9414,WALK
7,1031,26231,9302,9381,WALK_TRANSIT
13,2140,48940,9381,9302,WALK_TRANSIT
9,3300,35700,9302,950,WALK_TRANSIT
10,778,36778,950,9302,WALK_TRANSIT
18,1260,66060,9381,9381,WALK
23,131,82931,9381,9381,WALK
13,1491,48291,9381,9388,DRIVEALONEFREE
13,840,47640,9388,9381,SHARED2FREE
11,1129,40729,9381,9414,WALK
13,648,47448,9414,9381,DRIVEALONEFREE
18,1356,66156,9446,9445,DRIVEALONEFREE
23,2382,85182,9445,9421,WALK
23,1672,84472,9421,9446,SHARED3FREE
12,2773,45973,9304,9304,SHARED3FREE
12,1579,44779,9304,9304,SHARED2FREE
7,1428,26628,9446,9355,WALK
7,38,25238,9355,9446,WALK
9,1620,34020,9387,9395,WALK_TRANSIT
10,332,36332,9395,9387,SHARED3FREE
16,2688,60288,9324,1288,SHARED3FREE
17,910,62110,1288,9324,SHARED2FREE
16,1150,58750,9344,1293,TAXI
14,1585,51985,9339,9249,SHARED2FREE
14,192,50592,9249,9254,DRIVEALONEFREE
14,143,50543,9254,9339,SHARED2FREE
15,575,54575,9329,9393,BIKE
8,1596,30396,9311,9346,WALK_TRANSIT
18,2291,67091,9395,9311,WALK_TRANSIT
15,1371,55371,9409,9414,DRIVEALONEFREE
12,3074,46274,9306,9317,DRIVEALONEFREE
14,2047,52447,9317,9306,SHARED2FREE
8,3560,32360,1297,9264,DRIVEALONEFREE
18,2597,67397,948,1297,DRIVEALONEFREE
