depart_hr,second,rq_time,start (MGRA),end (MGRA),mode
15,40,54040,9328,9424,SHARED2FREE
18,2888,67688,9267,9249,SHARED3FREE
14,2206,52606,1293,1293,SHARED2FREE
15,2239,56239,948,9330,SHARED2FREE
10,401,36401,1343,9317,SHARED2FREE
16,2733,60333,948,1288,SHARED2FREE
8,2321,31121,9342,1343,WALK_TRANSIT
19,1063,69463,1343,9249,SHARED3FREE
19,2485,70885,9249,9409,SHARED3FREE
8,3276,32076,1361,9318,SHARED3FREE
9,3418,35818,9318,1361,SHARED3FREE
12,2784,45984,1362,9414,WALK_TRANSIT
17,3597,64797,1288,1362,SHARED2FREE
12,189,43389,9385,1361,WALK_TRANSIT
14,3092,53492,9260,9249,DRIVEALONEFREE
8,2933,31733,1361,9429,DRIVEALONEFREE
9,1711,34111,9429,1361,SHARED3FREE
22,1048,80248,1300,9262,DRIVEALONEFREE
5,1780,19780,1362,9373,SHARED3FREE
18,2868,67668,1362,1288,SHARED2FREE
21,1617,77217,1288,1362,SHARED2FREE
10,2053,38053,1362,9281,WALK_TRANSIT
12,1686,44886,9281,1362,BIKE
8,3291,32091,1362,9303,SHARED3FREE
13,1341,48141,9376,1343,DRIVEALONEFREE
8,2666,31466,1343,9225,SHARED3FREE
9,2668,35068,9225,1343,SHARED3FREE
11,663,40263,9226,9321,SHARED2FREE
16,3163,60763,9310,1361,WALK
5,1158,19158,1361,9345,SHARED2FREE
18,3364,68164,1361,9293,DRIVEALONEFREE
18,3047,67847,9293,1361,SHARED2FREE
7,794,25994,1361,9286,WALK_TRANSIT
14,3194,53594,9286,1361,SHARED3FREE
15,1786,55786,1361,9399,WALK_TRANSIT
16,3256,60856,9399,1361,WALK_TRANSIT
6,791,22391,1362,9304,WALK
13,1976,48776,9304,1362,WALK
12,136,43336,1293,9430,TAXI
17,1371,62571,1343,1386,WALK
17,998,62198,1386,1343,WALK
21,845,76445,1343,1386,DRIVEALONEFREE
21,512,76112,1386,1343,DRIVEALONEFREE
14,154,50554,9298,9277,WALK
13,2288,49088,9412,9400,DRIVEALONEFREE
16,3216,60816,9400,9412,DRIVEALONEFREE
12,2824,46024,1362,9412,DRIVEALONEFREE
19,3181,71581,9412,1362,DRIVEALONEFREE
8,2169,30969,1362,9331,DRIVEALONEFREE
8,2744,31544,9331,1362,SHARED2FREE
16,1678,59278,1361,9364,DRIVEALONEFREE
17,2031,63231,9364,1361,DRIVEALONEFREE
7,3418,28618,1386,1361,SHARED2FREE
8,102,28902,1362,9387,SHARED3FREE
14,3547,53947,1362,9303,SHARED2FREE
15,2406,56406,9387,1362,DRIVEALONEFREE
18,2156,66956,1362,1293,DRIVEALONEFREE
21,1060,76660,1293,1362,DRIVEALONEFREE
20,2818,74818,1293,1362,SHARED2FREE
14,2155,52555,1362,9293,DRIVEALONEFREE
18,788,65588,9293,1362,DRIVEALONEFREE
12,1603,44803,1362,1343,WALK
13,574,47374,1343,1362,WALK
8,2582,31382,1361,9387,DRIVEALONEFREE
17,610,61810,9387,1361,DRIVEALONEFREE
10,2747,38747,948,1293,SHARED3FREE
16,1293,58893,9424,1288,WALK
7,1632,26832,1343,9258,SHARED2FREE
18,2462,67262,9391,9398,WALK
15,3300,57300,1361,1293,SHARED3FREE
15,1404,55404,1293,9223,SHARED3FREE
16,3059,60659,9223,1361,SHARED3FREE
11,3036,42636,1361,9310,WALK
14,1430,51830,9310,1361,WALK
17,2055,63255,1361,9226,DRIVEALONEFREE
18,1314,66114,9226,1361,SHARED2FREE
9,1841,34241,1361,9329,DRIVEALONEFREE
18,2040,66840,1300,1361,SHARED3FREE
18,880,65680,1361,9414,WALK_TRANSIT
18,146,64946,9414,1361,TNC_SINGLE
8,1718,30518,1361,1288,DRIVEALONEFREE
17,366,61566,9351,1361,BIKE
14,811,51211,1361,9400,WALK_TRANSIT
8,305,29105,1361,9413,DRIVEALONEFREE
13,3481,50281,9413,1361,DRIVEALONEFREE
20,2390,74390,9247,1361,WALK_TRANSIT
6,555,22155,1362,9409,DRIVEALONEFREE
20,2780,74780,9409,1362,DRIVEALONEFREE
10,210,36210,9301,1295,DRIVEALONEFREE
7,2763,27963,9410,948,SHARED2FREE
17,3088,64288,9221,9296,SHARED2FREE
17,1505,62705,9296,1362,DRIVEALONEFREE
12,1505,44705,1362,948,DRIVEALONEFREE
14,997,51397,948,1293,DRIVEALONEFREE
15,3532,57532,1293,1293,DRIVEALONEFREE
15,930,54930,1293,1362,DRIVEALONEFREE
11,937,40537,1362,9421,DRIVEALONEFREE
10,486,36486,9414,9392,SHARED2FREE
21,125,75725,9421,1362,WALK_TRANSIT
16,1098,58698,1288,1288,SHARED2FREE
15,2196,56196,9421,9400,WALK_TRANSIT
8,2464,31264,1343,9394,WALK_TRANSIT
18,2204,67004,9394,1343,SHARED3FREE
11,1757,41357,9343,9398,DRIVEALONEFREE
16,1572,59172,9398,1343,WALK_TRANSIT
12,587,43787,1343,9317,WALK
12,2288,45488,9317,1343,WALK
13,2974,49774,1343,1369,TAXI
12,3077,46277,9235,9400,WALK_TRANSIT
17,518,61718,9414,9249,TAXI
11,3527,43127,9398,9394,SHARED3FREE
8,2895,31695,1387,9276,SHARED3FREE
15,726,54726,9321,9398,WALK
15,2992,56992,9398,1369,SHARED2FREE
10,1373,37373,1369,9414,WALK_TRANSIT
14,909,51309,9414,1369,SHARED3FREE
11,3521,43121,9394,9417,SHARED3FREE
17,2691,63891,1372,9398,DRIVEALONEFREE
18,595,65395,1372,9417,TAXI
17,2197,63397,9309,9296,WALK
7,502,25702,1372,1334,SHARED3FREE
7,500,25700,1334,1372,SHARED2FREE
8,3276,32076,1372,9225,SHARED3FREE
8,3229,32029,9225,9272,SHARED3FREE
12,3056,46256,9272,1372,SHARED3FREE
13,1351,48151,1372,9414,DRIVEALONEFREE
13,3232,50032,9414,1372,DRIVEALONEFREE
14,3110,53510,1372,1293,DRIVEALONEFREE
14,2441,52841,1293,1372,DRIVEALONEFREE
13,3218,50018,9430,9360,WALK_TRANSIT
17,1330,62530,9417,1293,TAXI
14,248,50648,1386,9375,TNC_SINGLE
15,3376,57376,9408,9414,DRIVEALONEFREE
19,2758,71158,9402,1372,WALK_TRANSIT
8,3395,32195,9247,9375,WALK_TRANSIT
7,1430,26630,1369,9380,WALK_TRANSIT
18,394,65194,9380,1369,WALK_TRANSIT
9,608,33008,9286,9328,DRIVEALONEFREE
23,1742,84542,1288,9413,WALK
9,59,32459,9395,9318,SHARED2FREE
6,1670,23270,9426,9330,SHARED2FREE
17,521,61721,948,9421,TAXI
15,899,54899,9358,9223,SHARED3FREE
13,1378,48178,9321,9249,WALK
13,3569,50369,9249,9262,SHARED3FREE
8,1391,30191,9317,9317,WALK
15,1020,55020,9261,1361,SHARED2FREE
18,2092,66892,9256,9337,SHARED2FREE
13,3327,50127,9317,9397,TAXI
23,1225,84025,9387,9246,WALK
7,2660,27860,1369,9326,SHARED2FREE
10,1892,37892,9326,1369,SHARED2FREE
18,1575,66375,9402,9414,SHARED2FREE
7,1548,26748,9246,1288,TAXI
17,1569,62769,9333,9325,WALK_TRANSIT
14,192,50592,9414,1288,WALK
12,1680,44880,9423,9430,TAXI
8,1385,30185,9277,9410,SHARED2FREE
10,1017,37017,9247,9423,WALK_TRANSIT
14,1420,51820,9414,9414,DRIVEALONEFREE
9,1212,33612,9409,9423,DRIVEALONEFREE
10,843,36843,9423,9403,TNC_SHARED
18,1126,65926,9387,1288,DRIVEALONEFREE
19,1882,70282,1387,9414,DRIVEALONEFREE
19,3317,71717,9414,1387,TAXI
18,2920,67720,9375,1387,SHARED3FREE
12,2502,45702,9249,9416,DRIVEALONEFREE
19,1545,69945,9223,1386,DRIVEALONEFREE
8,2786,31586,9417,1293,DRIVEALONEFREE
18,3185,67985,1387,9262,SHARED2FREE
19,2374,70774,9262,1387,SHARED2FREE
16,2703,60303,9414,9414,TAXI
15,188,54188,1293,9397,SHARED3FREE
15,22,54022,9315,9249,DRIVEALONEFREE
16,946,58546,9249,9361,DRIVEALONEFREE
16,2171,59771,9377,9397,SHARED2FREE
14,3400,53800,9310,9253,SHARED2FREE
18,1404,66204,9348,9414,DRIVEALONEFREE
16,1040,58640,948,948,SHARED2FREE
10,1783,37783,9421,9395,SHARED2FREE
9,2296,34696,9223,9246,SHARED3FREE
10,3538,39538,9394,9414,WALK
11,1140,40740,9414,9392,WALK
11,880,40480,9392,9394,WALK
13,1973,48773,9394,9400,WALK_TRANSIT
13,967,47767,9400,1387,DRIVEALONEFREE
17,1938,63138,1387,1296,DRIVEALONEFREE
19,2603,71003,1296,1387,DRIVEALONEFREE
16,2303,59903,9397,1288,WALK_TRANSIT
19,430,68830,9232,9246,SHARED2FREE
13,2031,48831,1387,9421,DRIVEALONEFREE
8,1825,30625,9237,9266,DRIVEALONEFREE
8,971,29771,9391,9414,SHARED3FREE
11,2486,42086,9421,9402,SHARED2FREE
14,36,50436,9387,9414,WALK
6,583,22183,1387,9310,SHARED2FREE
15,2295,56295,9246,9414,DRIVEALONEFREE
17,3176,64376,9223,9402,SHARED2FREE
15,2262,56262,9317,9328,DRIVEALONEFREE
16,1234,58834,9310,9416,SHARED3FREE
16,2421,60021,9416,1293,SHARED3FREE
13,734,47534,9409,950,SHARED2FREE
16,237,57837,9372,9394,TNC_SHARED
17,3367,64567,9369,9321,SHARED3FREE
17,2883,64083,9321,9236,SHARED3FREE
19,3261,71661,9412,9414,SHARED2FREE
14,443,50843,9400,1293,WALK_TRANSIT
14,548,50948,1293,9400,SHARED2FREE
14,2884,53284,9277,9262,DRIVEALONEFREE
16,678,58278,9289,9310,DRIVEALONEFREE
11,2833,42433,9264,9249,TNC_SHARED
19,612,69012,9445,9283,DRIVEALONEFREE
14,2898,53298,9393,9414,WALK_TRANSIT
14,681,51081,9388,9293,DRIVEALONEFREE
14,3429,53829,9293,9248,TAXI
14,1668,52068,9248,9325,DRIVEALONEFREE
11,2603,42203,9388,1343,SHARED3FREE
8,3257,32057,9409,9277,SHARED3FREE
21,926,76526,9226,9378,SHARED3FREE
23,183,82983,9409,9388,SHARED2FREE
15,3516,57516,9402,9409,WALK_TRANSIT
16,2690,60290,9414,9246,DRIVEALONEFREE
11,2142,41742,9285,9232,SHARED3FREE
11,2162,41762,9232,9402,WALK_TRANSIT
18,1133,65933,9384,9414,DRIVEALONEFREE
5,2884,20884,9368,9373,SHARED2FREE
12,1332,44532,9402,9414,WALK
14,3142,53542,9414,9402,WALK
9,2781,35181,9222,9402,DRIVEALONEFREE
19,3381,71781,9414,9347,TAXI
19,860,69260,9347,1386,SHARED3FREE
20,845,72845,1293,9410,SHARED2FREE
11,1312,40912,9394,9258,SHARED2FREE
12,1541,44741,9358,9321,WALK
13,182,46982,9321,9358,WALK
8,2158,30958,9414,9237,SHARED2FREE
18,3103,67903,948,9414,SHARED2FREE
14,3153,53553,9339,1361,SHARED3FREE
15,1419,55419,9321,9277,DRIVEALONEFREE
15,846,54846,9388,9317,DRIVEALONEFREE
13,2446,49246,9381,9375,SHARED3FREE
21,3453,79053,1386,1293,SHARED2FREE
9,2506,34906,9395,1292,DRIVEALONEFREE
9,241,32641,1292,9395,DRIVEALONEFREE
8,538,29338,9397,9409,TAXI
19,866,69266,9338,9445,SHARED3FREE
19,2209,70609,9445,9400,TAXI
18,1152,65952,1293,1288,DRIVEALONEFREE
13,2509,49309,9411,9417,WALK
7,1988,27188,9430,9445,DRIVEALONEFREE
11,3232,42832,9333,1293,DRIVEALONEFREE
11,1777,41377,1293,9333,DRIVEALONEFREE
21,3429,79029,948,9421,SHARED3FREE
16,802,58402,9301,9399,DRIVEALONEFREE
10,3574,39574,1288,9321,WALK_TRANSIT
14,1539,51939,9285,1293,SHARED2FREE
20,807,72807,948,1293,DRIVEALONEFREE
18,2306,67106,9330,9283,SHARED3FREE
21,900,76500,9414,9395,DRIVEALONEFREE
12,2346,45546,1361,9414,DRIVEALONEFREE
13,3494,50294,1293,1288,DRIVEALONEFREE
8,378,29178,9310,9257,DRIVEALONEFREE
9,2629,35029,9414,1334,WALK_TRANSIT
9,259,32659,9337,948,DRIVEALONEFREE
8,2232,31032,1293,1288,SHARED2FREE
15,1606,55606,9424,9384,SHARED2FREE
13,221,47021,9248,9389,SHARED3FREE
9,2239,34639,9309,948,DRIVEALONEFREE
13,3291,50091,9227,9396,WALK_TRANSIT
19,1354,69754,9325,9296,SHARED2FREE
12,1348,44548,9413,9416,WALK
17,403,61603,9416,9445,WALK
17,3373,64573,9445,9413,WALK
15,2576,56576,9414,9417,WALK_TRANSIT
12,2044,45244,9384,9392,WALK
13,559,47359,9392,9384,WALK
12,832,44032,9375,9414,WALK
13,2330,49130,9414,9400,WALK
13,2977,49777,9400,9375,WALK
18,683,65483,1293,9250,DRIVEALONEFREE
17,3171,64371,9391,9402,DRIVEALONEFREE
8,2062,30862,9342,9324,SHARED2FREE
9,2360,34760,9324,9358,SHARED3FREE
17,2627,63827,9414,9414,DRIVEALONEFREE
10,3057,39057,9375,9243,SHARED2FREE
12,2442,45642,9246,9414,DRIVEALONEFREE
15,3559,57559,9414,9246,WALK
12,2837,46037,1289,1288,SHARED3FREE
21,2185,77785,1288,1288,SHARED3FREE
21,3039,78639,9290,9349,SHARED2FREE
9,2452,34852,9321,9414,DRIVEALONEFREE
14,2308,52708,9416,9246,WALK
14,2005,52405,9246,9416,WALK
17,2225,63425,9414,9392,SHARED2FREE
7,1305,26505,9397,1293,DRIVEALONEFREE
19,3229,71629,9421,9372,SHARED2FREE
17,1269,62469,1293,1289,WALK
17,2171,63371,1289,9242,DRIVEALONEFREE
11,2883,42483,9250,1293,DRIVEALONEFREE
13,2070,48870,1293,9414,DRIVEALONEFREE
13,3422,50222,9414,9250,DRIVEALONEFREE
15,3278,57278,9308,9402,WALK
15,2419,56419,9391,9414,WALK
14,2728,53128,9395,9372,SHARED2FREE
11,11,39611,9394,9295,SHARED3FREE
18,749,65549,1293,948,DRIVEALONEFREE
9,44,32444,1362,9248,SHARED2FREE
9,2258,34658,9409,9394,WALK_TRANSIT
9,3212,35612,9413,1293,TAXI
8,257,29057,9394,9254,DRIVEALONEFREE
14,1096,51496,9414,1293,TNC_SHARED
12,2571,45771,9398,9400,WALK
14,3226,53626,9302,9414,SHARED2FREE
16,87,57687,9249,9400,DRIVEALONEFREE
10,2244,38244,9428,9414,DRIVEALONEFREE
12,1092,44292,9229,9304,DRIVEALONEFREE
18,1653,66453,9317,9317,WALK
15,3343,57343,1288,9421,DRIVEALONEFREE
15,375,54375,9421,9246,TAXI
19,1725,70125,9310,1289,DRIVEALONEFREE
13,379,47179,9288,9389,SHARED3FREE
13,3194,49994,9389,9393,DRIVEALONEFREE
10,1520,37520,9414,9415,DRIVEALONEFREE
18,1802,66602,9337,9375,WALK_TRANSIT
14,146,50546,9402,9423,SHARED2FREE
10,2869,38869,9421,1293,SHARED2FREE
13,3588,50388,9249,9398,DRIVEALONEFREE
13,2424,49224,9398,9249,DRIVEALONEFREE
20,472,72472,950,9414,SHARED2FREE
15,3174,57174,948,9246,DRIVEALONEFREE
11,237,39837,9221,9249,WALK_TRANSIT
11,2820,42420,1289,1293,SHARED2FREE
14,254,50654,9397,9403,DRIVEALONEFREE
10,1871,37871,9317,9398,SHARED2FREE
10,3266,39266,1288,9409,DRIVEALONEFREE
10,2130,38130,9409,1288,DRIVEALONEFREE
18,1215,66015,9404,9339,SHARED3FREE
21,2823,78423,9410,948,DRIVEALONEFREE
13,1108,47908,9333,9398,SHARED2FREE
7,2190,27390,9232,9421,SHARED2FREE
11,667,40267,948,9391,WALK
10,376,36376,9372,9414,DRIVEALONEFREE
11,3172,42772,9414,1292,DRIVEALONEFREE
16,36,57636,9403,9414,SHARED2FREE
6,1150,22750,9394,9039,WALK_TRANSIT
15,1898,55898,9404,9249,WALK
15,1984,55984,9249,9404,WALK
5,3501,21501,9331,9404,DRIVEALONEFREE
10,2238,38238,9446,9414,WALK
15,2700,56700,9414,9446,WALK
21,1210,76810,9446,9418,WALK
16,1474,59074,9414,9402,WALK
11,46,39646,9414,9414,SHARED3FREE
14,1513,51913,9321,9349,DRIVEALONEFREE
14,2498,52898,9349,9321,DRIVEALONEFREE
7,175,25375,9397,9321,DRIVEALONEFREE
12,1322,44522,9414,9400,WALK
13,1678,48478,9414,9415,TAXI
9,3094,35494,9393,9330,WALK_TRANSIT
12,128,43328,9402,9414,WALK_TRANSIT
19,994,69394,1293,9344,DRIVEALONEFREE
12,1204,44404,948,9249,SHARED3FREE
21,1843,77443,9400,1293,DRIVEALONEFREE
10,1414,37414,1288,9414,DRIVEALONEFREE
16,977,58577,9409,9414,WALK_TRANSIT
14,1681,52081,948,9417,DRIVEALONEFREE
9,3158,35558,1386,9398,DRIVE_TRANSIT
10,2813,38813,948,1293,DRIVEALONEFREE
15,1377,55377,9411,9410,DRIVEALONEFREE
11,881,40481,9414,9277,DRIVEALONEFREE
11,2852,42452,1288,9233,DRIVEALONEFREE
8,3460,32260,9278,9275,DRIVEALONEFREE
9,2164,34564,9255,1372,DRIVEALONEFREE
5,866,18866,1288,9421,DRIVEALONEFREE
18,572,65372,9247,9392,SHARED3FREE
13,565,47365,9249,948,DRIVEALONEFREE
9,3467,35867,9414,9400,SHARED2FREE
18,3443,68243,9249,9430,WALK_TRANSIT
8,882,29682,9414,9400,WALK
14,514,50914,9333,9352,SHARED2FREE
9,3542,35942,1288,1288,SHARED3FREE
9,2238,34638,1288,1288,SHARED3FREE
10,665,36665,9225,9394,SHARED2FREE
15,787,54787,9408,9333,DRIVEALONEFREE
8,1162,29962,9330,9428,WALK
8,2954,31754,9428,9321,WALK
8,1998,30798,9321,9428,WALK
8,691,29491,9428,9330,WALK
8,1789,30589,9363,9414,DRIVEALONEFREE
17,962,62162,950,9418,DRIVEALONEFREE
9,900,33300,9410,9400,SHARED2FREE
9,2011,34411,9394,9414,TNC_SINGLE
17,1327,62527,9277,9256,WALK
13,2445,49245,9414,1289,DRIVEALONEFREE
9,3197,35597,9414,9421,DRIVEALONEFREE
23,662,83462,9421,1289,DRIVEALONEFREE
12,2208,45408,9388,9389,WALK
13,2743,49543,9389,9388,WALK_TRANSIT
10,3325,39325,9333,9399,SHARED3FREE
11,1977,41577,9399,9333,SHARED3FREE
11,248,39848,1293,9409,DRIVEALONEFREE
10,1252,37252,9400,9399,DRIVEALONEFREE
16,639,58239,9414,9309,TAXI
18,1938,66738,1372,9417,DRIVEALONEFREE
11,3060,42660,9426,9421,DRIVEALONEFREE
20,1720,73720,1293,9414,TAXI
17,2149,63349,9341,9375,DRIVEALONEFREE
10,2973,38973,1292,9394,TAXI
11,2945,42545,9411,9414,WALK
16,1184,58784,1046,9297,DRIVEALONEFREE
17,1033,62233,9398,9342,SHARED3FREE
16,3090,60690,9256,1386,WALK_TRANSIT
17,3585,64785,9223,9223,WALK
17,31,61231,9223,1293,SHARED2FREE
16,1792,59392,1361,9308,SHARED3FREE
10,3507,39507,9317,9257,SHARED2FREE
10,2356,38356,9257,9317,WALK
11,2250,41850,9414,9246,DRIVEALONEFREE
16,1868,59468,9333,9337,TNC_SINGLE
16,769,58369,9257,9254,DRIVEALONEFREE
17,2105,63305,9249,9381,SHARED3FREE
13,3371,50171,948,1292,TAXI
20,1903,73903,1386,9414,DRIVEALONEFREE
15,2216,56216,9417,9414,SHARED2FREE
6,2850,24450,9445,9262,SHARED2FREE
12,110,43310,9421,9410,WALK_TRANSIT
16,570,58170,9392,9221,DRIVEALONEFREE
15,2540,56540,9229,9403,WALK
15,2782,56782,9403,9375,WALK
19,2043,70443,9221,9421,TAXI
11,2163,41763,9338,9388,WALK
19,2582,70982,9385,9417,DRIVEALONEFREE
10,1780,37780,9359,9402,DRIVEALONEFREE
18,1177,65977,9445,9414,SHARED3FREE
15,2712,56712,1293,9414,DRIVEALONEFREE
15,1755,55755,9414,1293,DRIVEALONEFREE
11,291,39891,9445,9392,DRIVEALONEFREE
13,91,46891,9392,9445,DRIVEALONEFREE
13,3513,50313,9254,9421,SHARED2FREE
18,1784,66584,9394,9417,TAXI
21,2573,78173,9417,9391,TAXI
23,2201,85001,1289,9309,DRIVEALONEFREE
13,2137,48937,9249,9393,WALK
13,2395,49195,9393,9249,WALK
12,2635,45835,9414,9414,WALK
12,3370,46570,9414,9414,WALK
12,2519,45719,9414,9414,WALK
13,3396,50196,9421,9303,DRIVEALONEFREE
14,3012,53412,9300,9401,WALK_TRANSIT
11,2485,42085,9301,9393,SHARED3FREE
14,1818,52218,9393,9301,SHARED3FREE
14,2106,52506,9409,9395,SHARED2FREE
12,2711,45911,9250,948,SHARED3FREE
12,1325,44525,1293,9427,WALK
12,537,43737,9427,9422,WALK
13,2155,48955,9422,1293,WALK
14,2872,53272,9345,9295,SHARED2FREE
7,1767,26967,9429,9402,SHARED3FREE
7,1973,27173,9402,9348,SHARED3FREE
8,3293,32093,9256,948,SHARED2FREE
11,2962,42562,9417,1288,DRIVEALONEFREE
10,2421,38421,9366,9414,SHARED2FREE
10,2132,38132,9414,9366,SHARED2FREE
8,2436,31236,1293,9321,SHARED2FREE
13,3417,50217,9414,9424,SHARED3FREE
16,3258,60858,9409,9414,DRIVEALONEFREE
17,496,61696,9414,9430,DRIVEALONEFREE
17,1250,62450,9415,9394,SHARED3FREE
10,758,36758,1288,1293,DRIVEALONEFREE
10,1736,37736,1293,9414,TAXI
10,1662,37662,1293,9414,DRIVEALONEFREE
10,377,36377,9414,9421,DRIVEALONEFREE
19,789,69189,1293,9253,DRIVEALONEFREE
16,773,58373,948,9409,TNC_SINGLE
8,1291,30091,9360,9429,DRIVEALONEFREE
13,3097,49897,9395,9394,WALK
13,3372,50172,948,9445,DRIVEALONEFREE
15,728,54728,9387,9350,WALK_TRANSIT
17,543,61743,948,9418,DRIVEALONEFREE
14,1204,51604,9406,9321,WALK
15,2845,56845,9321,9406,WALK
10,1343,37343,9394,9394,WALK
13,2363,49163,9394,9413,WALK
13,630,47430,9413,9394,WALK
11,3452,43052,9249,9402,SHARED2FREE
14,3587,53987,9402,9249,SHARED2FREE
15,1668,55668,9413,9416,DRIVEALONEFREE
12,1137,44337,9384,9398,WALK
13,2437,49237,9398,9388,WALK
13,3234,50034,9388,9384,WALK
10,1638,37638,1289,9414,TNC_SINGLE
10,199,36199,9414,1289,TNC_SINGLE
12,1185,44385,9414,9414,DRIVEALONEFREE
11,1147,40747,9421,9394,DRIVEALONEFREE
11,584,40184,9394,9421,DRIVEALONEFREE
14,2690,53090,9421,9421,DRIVEALONEFREE
10,1232,37232,9384,9402,WALK
10,2658,38658,9402,9384,WALK
10,2179,38179,9242,9409,SHARED2FREE
11,160,39760,9409,9242,SHARED2FREE
11,119,39719,9414,9414,DRIVEALONEFREE
11,2618,42218,9243,9395,WALK
11,564,40164,9395,9414,WALK
12,2332,45532,9414,9243,WALK
14,2080,52480,9249,9257,WALK
14,392,50792,9257,9375,WALK
14,2401,52801,9375,9249,WALK
13,340,47140,9398,9389,WALK
13,1113,47913,9389,9398,WALK
13,3022,49822,9414,9409,WALK
19,3006,71406,9264,948,SHARED3FREE
14,3493,53893,1300,9414,DRIVEALONEFREE
14,3461,53861,9414,1300,DRIVEALONEFREE
11,306,39906,9411,9414,WALK
11,980,40580,9414,9411,WALK
17,744,61944,9333,9400,WALK_TRANSIT
10,2393,38393,9421,948,WALK_TRANSIT
10,2944,38944,948,9421,TNC_SINGLE
12,2718,45918,9235,1293,SHARED3FREE
17,1077,62277,1293,9235,SHARED3FREE
21,3143,78743,9421,9235,DRIVEALONEFREE
15,982,54982,9380,1288,DRIVEALONEFREE
11,603,40203,9421,9394,SHARED2FREE
10,1622,37622,9402,9400,BIKE
14,3274,53674,9401,9395,WALK
14,2478,52878,9395,9391,WALK
14,1372,51772,9391,9445,WALK
14,2343,52743,9445,9417,WALK
14,3227,53627,9417,9398,WALK
14,3182,53582,9398,9401,WALK
12,2169,45369,9394,9246,DRIVEALONEFREE
14,474,50874,9246,9394,DRIVEALONEFREE
11,2544,42144,9226,9333,WALK
11,790,40390,9333,9226,WALK
8,3201,32001,9227,9408,DRIVEALONEFREE
11,3533,43133,1361,9393,WALK_TRANSIT
15,2434,56434,9384,9387,WALK
15,2180,56180,9387,9384,WALK
7,3203,28403,9387,9394,WALK
7,2261,27461,9394,9387,WALK
21,2177,77777,9343,9416,WALK_TRANSIT
21,710,76310,9416,9402,SHARED3FREE
15,1384,55384,9392,9398,DRIVEALONEFREE
15,1032,55032,9398,9246,DRIVEALONEFREE
15,506,54506,9246,9392,DRIVEALONEFREE
12,1716,44916,9414,9413,WALK_TRANSIT
7,1224,26424,9251,9414,BIKE
17,3327,64527,9267,9358,SHARED3FREE
15,3424,57424,9241,9402,WALK
16,1393,58993,9402,9241,WALK
10,1735,37735,9414,9393,SHARED3FREE
14,1722,52122,9400,9391,WALK
14,901,51301,9391,9400,WALK
15,1532,55532,9409,9330,DRIVEALONEFREE
11,457,40057,9414,9391,WALK
11,1282,40882,9391,9400,WALK
11,117,39717,9400,9414,WALK
13,850,47650,9414,9414,WALK
16,1709,59309,9414,9414,SHARED3FREE
12,529,43729,9387,9317,DRIVEALONEFREE
11,1644,41244,9394,9266,WALK
13,1955,48755,9266,9394,WALK
17,2989,64189,9248,9421,DRIVEALONEFREE
17,2607,63807,9421,9248,DRIVEALONEFREE
9,1552,33952,9394,9402,SHARED2FREE
16,3379,60979,1293,1293,DRIVEALONEFREE
10,2247,38247,9389,1293,SHARED3FREE
10,3566,39566,1293,9389,SHARED3FREE
16,1332,58932,9227,9347,SHARED2FREE
16,2155,59755,9347,9227,SHARED2FREE
11,3304,42904,9221,9290,DRIVEALONEFREE
11,2351,41951,9290,9221,DRIVEALONEFREE
11,2629,42229,9413,9398,WALK
14,1598,51998,9398,9400,WALK
14,2180,52580,9400,9413,WALK
14,220,50620,9404,9414,WALK
14,2724,53124,9414,9404,WALK
14,3020,53420,9330,9402,DRIVEALONEFREE
14,2227,52627,9402,9330,DRIVEALONEFREE
10,1499,37499,9249,1288,SHARED3FREE
10,1516,37516,9404,9368,WALK
10,1952,37952,9368,9404,WALK
15,1212,55212,9411,1295,DRIVEALONEFREE
16,477,58077,9409,9413,SHARED2FREE
12,1846,45046,9398,9408,WALK
12,2856,46056,9408,9398,WALK
8,2166,30966,9223,1293,DRIVEALONEFREE
15,2361,56361,1293,9426,TAXI
11,1095,40695,9282,9277,WALK
11,945,40545,9277,9282,WALK
12,1120,44320,9413,9409,WALK
14,1940,52340,9409,9413,WALK
19,2882,71282,9247,9402,WALK_TRANSIT
10,3282,39282,9421,9414,SHARED3FREE
11,186,39786,9414,9421,SHARED3FREE
15,2636,56636,948,948,DRIVEALONEFREE
10,2200,38200,9221,9391,WALK_TRANSIT
11,1832,41432,9424,9421,WALK
13,2546,49346,9421,9424,WALK
11,987,40587,948,948,WALK
11,3586,43186,948,1289,WALK
22,280,79480,948,9421,DRIVEALONEFREE
12,337,43537,9414,9414,DRIVEALONEFREE
9,559,32959,9249,9366,DRIVEALONEFREE
12,1820,45020,9414,9414,WALK
13,3241,50041,9414,9422,WALK
13,2737,49537,9422,9414,WALK
19,773,69173,9387,1293,SHARED2FREE
19,2327,70727,1293,9387,SHARED2FREE
8,25,28825,9401,9302,SHARED3FREE
10,570,36570,9398,9430,WALK
10,1886,37886,9430,9398,WALK
17,3001,64201,9339,9285,DRIVEALONEFREE
11,596,40196,9284,9246,DRIVEALONEFREE
13,1869,48669,9246,9284,WALK
10,3576,39576,948,948,DRIVEALONEFREE
10,1199,37199,948,948,DRIVEALONEFREE
13,3331,50131,9335,9400,WALK
13,3562,50362,9400,9335,WALK
14,2340,52740,1293,1293,WALK
14,505,50905,1293,1293,WALK
16,2514,60114,9264,9246,DRIVEALONEFREE
